City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Condition
473,Alofi,-19.0595,-169.9187,78.69,83,4,5.75,NU,12/13/2021 1:38,clear sky
474,Thinadhoo,0.5333,72.9333,80.94,75,100,8.72,MV,12/13/2021 1:38,overcast clouds
475,Krompachy,48.9145,20.8751,33.75,93,100,5.17,SK,12/13/2021 1:38,overcast clouds
476,Goderich,43.7501,-81.7165,43.12,61,51,26.46,CA,12/13/2021 1:38,broken clouds
477,Sao Filipe,14.8961,-24.4956,74.97,71,100,7.92,CV,12/13/2021 1:38,overcast clouds
478,Almeirim,-1.5233,-52.5817,76.69,87,100,3.8,BR,12/13/2021 1:38,light rain
479,North Platte,41.1239,-100.7654,45.37,42,1,1.01,US,12/13/2021 1:35,clear sky
480,Bayevo,53.2833,80.7667,2.21,96,100,8.37,RU,12/13/2021 1:38,overcast clouds
481,Xudat,41.631,48.681,42.78,81,37,5.68,AZ,12/13/2021 1:38,scattered clouds
482,Melo,-32.3667,-54.1833,69.46,75,80,11.5,UY,12/13/2021 1:38,broken clouds
483,Hearst,49.6835,-83.6665,32.25,88,70,8.97,CA,12/13/2021 1:38,broken clouds
484,Uspenka,48.3903,39.1619,32.63,60,100,15.66,UA,12/13/2021 1:38,overcast clouds
485,Bonavista,48.6499,-53.1147,41.11,70,98,30.31,CA,12/13/2021 1:38,overcast clouds
486,Hay River,60.8156,-115.7999,-4.02,77,40,6.91,CA,12/13/2021 1:38,scattered clouds
487,Hobyo,5.3505,48.5268,77.97,80,24,20.71,SO,12/13/2021 1:38,few clouds
488,Bonthe,7.5264,-12.505,78.71,86,7,6.26,SL,12/13/2021 1:38,light rain
489,Ponta Do Sol,32.6667,-17.1,64.71,78,28,0.98,PT,12/13/2021 1:38,scattered clouds
490,Yarada,17.65,83.2667,73.72,78,40,3.44,IN,12/13/2021 1:38,mist
491,Ixtapa,20.7,-105.2,78.03,78,75,5.75,MX,12/13/2021 1:38,broken clouds
492,Goundam,16.4145,-3.6708,72.73,13,79,8.41,ML,12/13/2021 1:38,broken clouds
493,Kaitangata,-46.2817,169.8464,61.93,64,59,7.09,NZ,12/13/2021 1:38,broken clouds
494,Stawell,-37.05,142.7667,90.84,16,79,11.05,AU,12/13/2021 1:38,light rain
495,Koumac,-20.5667,164.2833,76.87,91,100,7.49,NC,12/13/2021 1:38,moderate rain
496,Kokopo,-4.352,152.2633,85.51,68,100,6.89,PG,12/13/2021 1:38,light rain
497,Inverell,-29.7833,151.1167,80.67,45,0,4,AU,12/13/2021 1:38,clear sky
498,Nemuro,43.3236,145.575,32.43,58,57,31.61,JP,12/13/2021 1:38,broken clouds
499,Janauba,-15.8025,-43.3089,72.14,90,100,2.89,BR,12/13/2021 1:38,overcast clouds
500,Freeport,40.6576,-73.5832,44.96,52,1,5.99,US,12/13/2021 1:33,clear sky
501,Lusaka,-15.4067,28.2871,73.18,36,28,10.31,ZM,12/13/2021 1:38,scattered clouds
502,Skjervoy,70.0311,20.9714,35.37,99,100,8.19,NO,12/13/2021 1:38,light rain
503,Sorong,-0.8833,131.25,82.53,80,100,2.1,ID,12/13/2021 1:36,moderate rain
504,Vestmanna,62.1564,-7.1664,36.52,93,90,9.22,FO,12/13/2021 1:38,overcast clouds
505,Chicama,-7.8447,-79.1469,63.14,79,79,5.01,PE,12/13/2021 1:39,broken clouds
506,Wasilla,61.5814,-149.4394,7.75,71,1,3.44,US,12/13/2021 1:39,clear sky
507,Richards Bay,-28.783,32.0377,75.2,71,100,6.73,ZA,12/13/2021 1:39,overcast clouds
508,Acajutla,13.5928,-89.8275,78.93,79,19,4.74,SV,12/13/2021 1:39,few clouds
509,Korhogo,9.45,-5.6333,73.15,26,43,2.71,CI,12/13/2021 1:39,scattered clouds
510,Sitges,41.2351,1.8119,53.1,86,12,4.56,ES,12/13/2021 1:39,few clouds
511,Hambantota,6.1241,81.1185,75.54,100,20,3.44,LK,12/13/2021 1:39,few clouds
512,Coahuayana,18.7333,-103.6833,81.88,91,5,2.06,MX,12/13/2021 1:39,clear sky
513,Amalapuram,16.5833,82.0167,77.38,78,100,8.03,IN,12/13/2021 1:39,overcast clouds
514,Inawashiro,37.5667,140.1167,35.76,83,90,23.73,JP,12/13/2021 1:39,light rain
515,Acarau,-2.8856,-40.12,80.42,81,88,16.84,BR,12/13/2021 1:39,overcast clouds
516,Pierre,44.3683,-100.351,38.32,71,1,12.66,US,12/13/2021 1:39,clear sky
517,Puerto Escondido,15.85,-97.0667,81.43,69,20,3.44,MX,12/13/2021 1:36,few clouds
518,Labuhan,-6.8844,112.2051,84.67,69,41,9.66,ID,12/13/2021 1:39,scattered clouds
519,Lewisporte,49.2499,-55.0482,35.31,70,96,19.01,CA,12/13/2021 1:39,overcast clouds
520,Abha,18.2164,42.5053,44.42,49,0,0,SA,12/13/2021 1:39,clear sky
521,Umea,63.8284,20.2597,33.73,93,90,3.44,SE,12/13/2021 1:36,light snow
522,Mersing,2.4312,103.8405,75.11,94,40,5.75,MY,12/13/2021 1:39,light rain
523,Parkersburg,39.2667,-81.5615,32.13,83,9,4.25,US,12/13/2021 1:39,clear sky
524,Ulaangom,49.9811,92.0667,-4.56,90,100,3.15,MN,12/13/2021 1:39,overcast clouds
525,Lazaro Cardenas,17.9583,-102.2,77.97,83,3,2.04,MX,12/13/2021 1:39,clear sky
526,Barabinsk,55.3571,78.357,10.74,95,100,9.06,RU,12/13/2021 1:39,overcast clouds
527,Rabo De Peixe,37.8,-25.5833,55.27,92,20,6.91,PT,12/13/2021 1:39,few clouds
528,Erdenet,49.0333,104.0833,10.76,47,6,5.1,MN,12/13/2021 1:39,clear sky
529,Tanta,30.7885,31.0019,58.86,78,100,4.88,EG,12/13/2021 1:37,overcast clouds
530,Pirgos,35.1167,25.7178,57.61,71,3,10.16,GR,12/13/2021 1:39,clear sky
531,Gizo,-8.103,156.8419,85.82,70,25,7.99,SB,12/13/2021 1:39,scattered clouds
532,Adrar,20.5022,-10.0711,64.54,17,59,9.93,MR,12/13/2021 1:39,broken clouds
533,Kamen,51.6,7.6667,49.75,95,90,3,DE,12/13/2021 1:39,overcast clouds
534,Iquitos,-3.7481,-73.2472,80.64,89,0,2.3,PE,12/13/2021 1:39,clear sky
535,Nanyang,32.9947,112.5328,43.5,56,5,3.24,CN,12/13/2021 1:39,clear sky
536,Komsomolskiy,40.4272,71.7189,35.02,64,100,4.61,UZ,12/13/2021 1:39,haze
537,Kalengwa,-13.4659,25.0027,71.06,58,100,3.27,ZM,12/13/2021 1:39,overcast clouds
538,Zdunska Wola,51.5992,18.9397,25.25,94,53,1.99,PL,12/13/2021 1:39,broken clouds
539,Kuala Terengganu,5.3302,103.1408,78.75,89,40,3.44,MY,12/13/2021 1:39,scattered clouds
540,Resistencia,-27.4606,-58.9839,80.58,70,0,9.22,AR,12/13/2021 1:38,light rain
541,Kharp,66.8014,65.8081,-2.67,99,16,4.92,RU,12/13/2021 1:39,few clouds
542,Lebork,54.5392,17.7501,36.91,83,100,4.43,PL,12/13/2021 1:38,overcast clouds
543,Biloela,-24.4167,150.5,87.64,35,6,12.26,AU,12/13/2021 1:40,clear sky
544,Bandarbeyla,9.4942,50.8122,75.79,77,8,20.2,SO,12/13/2021 1:40,clear sky
545,Sirsa,29.5333,75.0167,53.31,41,97,4.92,IN,12/13/2021 1:40,overcast clouds
546,Marienburg,54.0359,19.0266,30.88,95,76,5.86,PL,12/13/2021 1:40,broken clouds
547,Mbanza-Ngungu,-5.25,14.8667,67.21,95,100,2.15,CD,12/13/2021 1:40,overcast clouds
548,Pasir Gudang,1.4584,103.8805,80.8,84,75,3.44,MY,12/13/2021 1:40,broken clouds
549,Hede,33.7681,120.2517,41.63,46,0,6.08,CN,12/13/2021 1:40,clear sky
550,Ngorongoro,-3.2397,35.4875,51.75,92,99,2.57,TZ,12/13/2021 1:40,overcast clouds
551,Charcas,23.1333,-101.1167,55.74,64,87,6.17,MX,12/13/2021 1:40,overcast clouds
552,Dabat,12.9842,37.765,49.93,29,9,5.48,ET,12/13/2021 1:40,clear sky
553,Tazovskiy,67.4667,78.7,-27.94,94,17,5.37,RU,12/13/2021 1:41,few clouds
554,Piacabucu,-10.4056,-36.4344,79,80,15,12.71,BR,12/13/2021 1:41,few clouds
555,Cabedelo,-6.9811,-34.8339,79.47,80,71,10.63,BR,12/13/2021 1:41,broken clouds
556,San Quintin,30.4833,-115.95,48.43,75,0,6.02,MX,12/13/2021 1:41,clear sky
557,Baraboo,43.4711,-89.7443,43,59,1,1.01,US,12/13/2021 1:41,clear sky
558,Zaragoza,41.6561,-0.8773,44.02,88,0,5.01,ES,12/13/2021 1:41,clear sky
559,Uruguaiana,-29.7547,-57.0883,79.27,52,87,8.7,BR,12/13/2021 1:41,overcast clouds
560,Miandrivazo,-19.5167,45.4667,78.89,72,57,4.09,MG,12/13/2021 1:41,broken clouds
561,Port Augusta,-32.5,137.7667,66.34,52,83,19.01,AU,12/13/2021 1:41,broken clouds
562,Andenes,69.3143,16.1194,33.78,93,100,11.5,NO,12/13/2021 1:41,light snow
563,Solnechnyy,50.7214,136.6319,18,83,100,8.52,RU,12/13/2021 1:41,overcast clouds
564,Heishan,41.6892,122.1128,27.68,30,0,10.71,CN,12/13/2021 1:41,clear sky
565,Tucson,32.2217,-110.9265,65.64,37,1,1.01,US,12/13/2021 1:37,clear sky
566,Moncton,46.1159,-64.8019,37.99,67,1,12.66,CA,12/13/2021 1:38,clear sky
567,South Venice,27.0531,-82.4243,74.98,94,1,5.75,US,12/13/2021 1:41,clear sky
568,Marystown,47.1666,-55.1483,39.85,100,100,14,CA,12/13/2021 1:41,overcast clouds
569,Touros,-5.1989,-35.4608,81.5,77,35,15.32,BR,12/13/2021 1:41,scattered clouds
570,Bucarasica,8.041,-72.8654,68.9,96,78,2.01,CO,12/13/2021 1:41,broken clouds
571,Jizan,17.3333,42.6667,72.54,47,0,5.3,SA,12/13/2021 1:40,clear sky
572,Pathalgaon,22.5667,83.4667,58.06,53,51,3.06,IN,12/13/2021 1:41,broken clouds
573,Matara,5.9485,80.5353,78.01,80,100,7.36,LK,12/13/2021 1:41,overcast clouds
574,Paita,-5.0892,-81.1144,67.35,84,58,9.6,PE,12/13/2021 1:41,broken clouds
575,Sibolga,1.7427,98.7792,79.56,85,94,2.84,ID,12/13/2021 1:41,overcast clouds
576,Nalut,30.3333,10.85,43.05,65,5,7.43,LY,12/13/2021 1:41,clear sky
577,Tsovagyugh,40.6303,44.9574,27.37,49,2,1.77,AM,12/13/2021 1:41,clear sky
578,Kashmor,28.4333,69.5833,58.33,28,4,6.38,PK,12/13/2021 1:41,clear sky
579,Keta,5.9179,0.9879,82.62,82,58,9.01,GH,12/13/2021 1:41,broken clouds
580,Springbok,-29.6643,17.8865,56.43,70,73,5.64,ZA,12/13/2021 1:41,broken clouds
581,Saint George,37.1041,-113.5841,45.95,50,1,4,US,12/13/2021 1:41,clear sky
582,Madera,37.1666,-119.8343,56.25,60,100,2.39,US,12/13/2021 1:41,overcast clouds
583,Irvine,33.6695,-117.8231,62.38,68,1,4.61,US,12/13/2021 1:40,clear sky
584,Tyshkivka,48.4967,30.9423,39.34,83,100,10,UA,12/13/2021 1:41,overcast clouds
585,Naberera,-4.2,36.9333,61.41,94,69,6.17,TZ,12/13/2021 1:41,broken clouds
586,Rio Grande,-32.035,-52.0986,69.66,78,1,16.67,BR,12/13/2021 1:41,light rain
587,Lakselv,70.0513,24.9718,31.82,80,90,12.66,NO,12/13/2021 1:41,overcast clouds
588,Rahimatpur,17.6,74.2,69.13,66,99,3.44,IN,12/13/2021 1:41,overcast clouds
589,Bridlington,54.0831,-0.1919,51.3,82,95,23.64,GB,12/13/2021 1:41,overcast clouds
590,Ardrishaig,56.0157,-5.4481,47.21,78,100,17.81,GB,12/13/2021 1:41,overcast clouds
591,Traverse City,44.7631,-85.6206,43.02,60,75,10.36,US,12/13/2021 1:41,broken clouds
592,Cabra,37.4725,-4.4421,52.39,76,0,4.38,ES,12/13/2021 1:41,clear sky
593,Pringsewu,-5.3582,104.9744,83.95,70,37,1.5,ID,12/13/2021 1:41,scattered clouds
594,Senador Jose Porfirio,-2.5908,-51.9542,76.66,92,100,1.72,BR,12/13/2021 1:41,overcast clouds
595,Kalawit,8.0667,122.5167,83.89,76,85,3.78,PH,12/13/2021 1:41,overcast clouds
596,Balabac,7.9868,117.0645,83.19,78,49,14.25,PH,12/13/2021 1:41,scattered clouds
597,Praia,14.9215,-23.5087,73.94,83,100,16.11,CV,12/13/2021 1:41,overcast clouds
598,Nishihara,26.1842,127.7558,67.66,73,75,25.32,JP,12/13/2021 1:41,broken clouds
599,Banes,20.9625,-75.7186,74.01,79,18,11.25,CU,12/13/2021 1:41,few clouds
600,Maniitsoq,65.4167,-52.9,21.27,59,1,6.15,GL,12/13/2021 1:41,clear sky
601,Roald,62.5833,6.1333,44.1,75,20,8.05,NO,12/13/2021 1:41,few clouds
602,Smithers,54.7804,-127.1743,10.72,85,75,0,CA,12/13/2021 1:42,broken clouds
603,Kempsey,-31.0833,152.8333,77.95,55,0,3,AU,12/13/2021 1:42,clear sky
604,Takaka,-40.85,172.8,63.55,73,100,4.59,NZ,12/13/2021 1:42,light rain
605,Port-Gentil,-0.7193,8.7815,79.18,83,100,6.71,GA,12/13/2021 1:42,overcast clouds
606,Isoka,-10.1606,32.6335,61.93,86,58,2.89,ZM,12/13/2021 1:42,broken clouds
607,Surajgarh,28.3124,75.7347,53.33,48,31,6.26,IN,12/13/2021 1:42,scattered clouds
608,Sorrento,40.626,14.3744,49.57,79,0,5.75,IT,12/13/2021 1:42,clear sky
609,Coihueco,-36.6167,-71.8333,57.94,55,2,9.22,CL,12/13/2021 1:42,clear sky
610,Kolochava,48.4285,23.6959,31.06,93,100,5.14,UA,12/13/2021 1:42,light snow
611,Yuanping,38.7153,112.7575,25.3,27,0,0.94,CN,12/13/2021 1:42,clear sky
612,Hit,33.6416,42.8251,55.58,43,100,7.92,IQ,12/13/2021 1:42,overcast clouds
613,Lahaina,20.8783,-156.6825,80.6,85,77,12.06,US,12/13/2021 1:42,broken clouds
614,Washington,47.5001,-120.5015,37.89,76,100,2.95,US,12/13/2021 1:40,overcast clouds
615,Chapais,49.7834,-74.8492,26.38,95,100,10.74,CA,12/13/2021 1:42,light snow
616,Lardos,36.0942,28.0157,60.94,75,11,12.35,GR,12/13/2021 1:42,few clouds
617,Tashtyp,52.7939,89.8983,17.31,85,93,10.87,RU,12/13/2021 1:42,overcast clouds
618,Penzance,50.1186,-5.5371,54.61,89,100,22.73,GB,12/13/2021 1:42,overcast clouds
619,Moorhead,46.8739,-96.7676,37.27,82,1,8.05,US,12/13/2021 1:42,clear sky
620,Griffith,41.5284,-87.4237,44.71,66,1,4,US,12/13/2021 1:42,clear sky
621,Alice Springs,-23.7,133.8833,89.15,23,0,6.91,AU,12/13/2021 1:42,clear sky
622,Belaya Glina,46.07,40.86,37.17,82,100,20.83,RU,12/13/2021 1:42,overcast clouds
623,Nisia Floresta,-6.0911,-35.2086,82.78,80,66,9.17,BR,12/13/2021 1:42,broken clouds
624,Gazanjyk,39.2446,55.5154,41.27,75,62,3.98,TM,12/13/2021 1:42,broken clouds
625,Kasangulu,-4.5911,15.1708,72.54,95,100,1.34,CD,12/13/2021 1:42,overcast clouds
626,Itarema,-2.9248,-39.9167,80.44,80,95,15.84,BR,12/13/2021 1:42,overcast clouds
627,Hoi An,15.8794,108.335,75.16,77,69,15.95,VN,12/13/2021 1:42,broken clouds
628,Yalutorovsk,56.6536,66.3006,10.42,89,27,7.07,RU,12/13/2021 1:42,scattered clouds
629,Kysyl-Syr,63.8986,122.7617,-23.46,97,100,6.71,RU,12/13/2021 1:42,overcast clouds
630,Ishigaki,24.3448,124.1572,68.13,88,75,27.63,JP,12/13/2021 1:42,broken clouds
631,Jasdan,22.0333,71.2,63.68,48,0,7.27,IN,12/13/2021 1:42,clear sky
632,Santiago De Cao,-7.9589,-79.2392,64.53,88,45,6.91,PE,12/13/2021 1:42,scattered clouds
633,Portland,45.5234,-122.6762,43.63,93,75,1.99,US,12/13/2021 1:39,broken clouds
634,Jablah,35.3614,35.9256,61.09,55,0,6.91,SY,12/13/2021 1:42,clear sky
635,Wanning,18.8003,110.3967,71.62,73,85,15.97,CN,12/13/2021 1:42,overcast clouds
636,Halden,59.1226,11.3871,37.54,99,100,6.24,NO,12/13/2021 1:42,overcast clouds
637,Jatibonico,21.9419,-79.17,72.28,91,1,8.81,CU,12/13/2021 1:42,clear sky
638,Panjab,34.388,67.0233,21.07,35,86,1.21,AF,12/13/2021 1:42,overcast clouds
639,Shu,43.5983,73.7614,35.22,88,100,5.68,KZ,12/13/2021 1:42,overcast clouds
640,Surt,31.2089,16.5887,59.76,51,81,11.65,LY,12/13/2021 1:42,broken clouds
641,Khuzhir,53.1939,107.3397,24.84,59,100,13.65,RU,12/13/2021 1:42,overcast clouds
642,Kitimat,54.0524,-128.6534,26.98,94,100,2.46,CA,12/13/2021 1:42,overcast clouds
643,San Francisco,37.7749,-122.4194,55.2,91,90,4,US,12/13/2021 1:38,moderate rain
644,Bullhead City,35.1478,-114.5683,58.26,28,1,4.61,US,12/13/2021 1:42,clear sky
645,Macia,-25.0269,33.0989,76.55,85,100,3.18,MZ,12/13/2021 1:42,overcast clouds
646,Kamareddi,18.3167,78.35,64.31,66,97,4.14,IN,12/13/2021 1:42,overcast clouds
647,Natal,-5.795,-35.2094,82.62,78,40,12.66,BR,12/13/2021 1:40,scattered clouds
648,Harrisburg,40.2737,-76.8844,40.69,49,1,3,US,12/13/2021 1:43,clear sky
649,Safford,32.834,-109.7076,59.05,37,1,3.44,US,12/13/2021 1:43,clear sky
650,Pemangkat,1.1667,108.9667,80.85,81,100,4.59,ID,12/13/2021 1:43,overcast clouds
651,Bulungu,-4.55,18.6,68.99,96,100,1.5,CD,12/13/2021 1:43,overcast clouds
652,Erenhot,43.6475,111.9767,18.21,56,0,17.34,CN,12/13/2021 1:43,clear sky
653,Tanout,14.9709,8.8879,63.39,12,82,11.05,NE,12/13/2021 1:43,broken clouds
654,Deputatskiy,69.3,139.9,-37.14,100,52,1.66,RU,12/13/2021 1:43,broken clouds
655,Tiruchchendur,8.4833,78.1167,80.89,86,93,16.51,IN,12/13/2021 1:43,overcast clouds
656,Sydney,-33.8679,151.2073,78.62,58,1,4,AU,12/13/2021 1:43,clear sky
657,Constitucion,-35.3333,-72.4167,52.09,80,0,13.15,CL,12/13/2021 1:43,clear sky
658,Skagen,57.7209,10.5839,35.28,95,100,7.49,DK,12/13/2021 1:43,overcast clouds
659,Muzhi,65.3667,64.6667,-6.56,99,33,1.79,RU,12/13/2021 1:43,scattered clouds
660,Plettenberg Bay,-34.0527,23.3716,65.21,94,100,2.24,ZA,12/13/2021 1:43,light rain
661,Olafsvik,64.8945,-23.7142,41.63,88,100,21.21,IS,12/13/2021 1:43,moderate rain
662,Sibu,2.3,111.8167,82.71,83,20,5.01,MY,12/13/2021 1:43,few clouds
663,Rantepao,-2.9701,119.8978,81.9,61,95,2.46,ID,12/13/2021 1:43,overcast clouds
664,Yerbogachen,61.2767,108.0108,-43.58,100,54,3.04,RU,12/13/2021 1:43,broken clouds
665,Camocim,-2.9022,-40.8411,80.15,81,80,14.14,BR,12/13/2021 1:43,broken clouds
666,Mangrol,21.1167,70.1167,70.7,60,0,8.86,IN,12/13/2021 1:43,clear sky
667,Corner Brook,48.9667,-57.9484,37.53,82,100,19.86,CA,12/13/2021 1:39,light rain
668,Cullinan,-25.6709,28.5236,67.82,84,100,1.01,ZA,12/13/2021 1:43,light rain
669,Mitchell,43.7094,-98.0298,33.78,69,1,17.27,US,12/13/2021 1:43,clear sky
670,Kamiiso,41.8167,140.65,28.78,74,75,27.63,JP,12/13/2021 1:43,light shower snow
671,Baijiantan,45.6333,85.1833,14.95,85,100,1.63,CN,12/13/2021 1:43,overcast clouds
672,Buchanan,5.8808,-10.0467,79.54,84,21,5.12,LR,12/13/2021 1:43,few clouds
673,Tutoia,-2.7619,-42.2744,84.18,83,82,14.05,BR,12/13/2021 1:43,broken clouds
674,Namatanai,-3.6667,152.4333,87.01,65,95,7.29,PG,12/13/2021 1:43,overcast clouds
675,Burgos,42.3394,-3.7079,34.21,100,90,1.14,ES,12/13/2021 1:43,fog
676,Tanabe,33.7333,135.3667,52.81,54,40,13.8,JP,12/13/2021 1:43,scattered clouds
677,Mayor Pablo Lagerenza,-19.9309,-60.7718,82.26,67,100,10.94,PY,12/13/2021 1:43,overcast clouds
678,Swellendam,-34.0226,20.4417,62.87,88,100,3.38,ZA,12/13/2021 1:43,overcast clouds
679,Saldanha,-33.0117,17.9442,60.85,93,2,14.12,ZA,12/13/2021 1:43,clear sky
680,Kungurtug,50.5994,97.5228,-5.91,93,40,1.32,RU,12/13/2021 1:43,scattered clouds
681,Borogontsy,62.6683,131.1683,-21.46,98,100,2.35,RU,12/13/2021 1:43,overcast clouds
682,Kenai,60.5544,-151.2583,5.05,65,1,4.61,US,12/13/2021 1:43,haze
683,Esso,55.9333,158.7,21.13,90,100,3.78,RU,12/13/2021 1:43,light snow
684,Cape Canaveral,28.4058,-80.6048,74.03,89,20,6.91,US,12/13/2021 1:43,few clouds
685,Nnewi,6.0199,6.9148,73.4,94,18,3.38,NG,12/13/2021 1:43,few clouds
686,Velsk,61.0701,42.0983,21.79,95,100,6.64,RU,12/13/2021 1:43,overcast clouds
687,Suluq,31.6682,20.2521,55.42,70,7,3.2,LY,12/13/2021 1:43,clear sky
688,Jasper,37.2001,-94.3502,47.23,34,1,3,US,12/13/2021 1:43,clear sky
689,Cap-Aux-Meules,47.3821,-61.8597,35.65,55,75,32.21,CA,12/13/2021 1:43,broken clouds
690,Muros,42.7762,-9.0603,56.23,80,38,8.25,ES,12/13/2021 1:43,scattered clouds
691,Manhattan,40.7834,-73.9662,45.61,45,1,4.61,US,12/13/2021 1:41,clear sky
692,Benxi,41.2886,123.765,23.32,29,0,5.55,CN,12/13/2021 1:43,clear sky
693,Ucluelet,48.9329,-125.5528,38.08,88,99,7.2,CA,12/13/2021 1:43,overcast clouds
694,Vanavara,60.34,102.2797,-42.39,99,47,2.59,RU,12/13/2021 1:43,scattered clouds
695,Ongandjera,-17.8833,15.0667,75.63,58,55,11.5,NA,12/13/2021 1:44,broken clouds
696,Katobu,-4.9408,122.5276,85.98,69,100,3.56,ID,12/13/2021 1:44,overcast clouds
697,Volksrust,-27.3654,29.8818,58.59,90,100,4.45,ZA,12/13/2021 1:44,overcast clouds
698,Rabak,13.1809,32.74,75.33,31,19,9.73,SD,12/13/2021 1:44,few clouds
699,Bilma,18.6853,12.9164,62.71,12,11,9.6,NE,12/13/2021 1:45,few clouds
700,San Juan,-31.5375,-68.5364,72.28,50,19,18.63,AR,12/13/2021 1:41,few clouds
701,Tamandare,-8.7597,-35.1047,78.44,81,22,9.22,BR,12/13/2021 1:45,few clouds
702,Karasburg,-28.0167,18.75,61.07,34,100,14.32,NA,12/13/2021 1:45,overcast clouds
703,Bongandanga,1.5,21.05,71.98,94,87,2.68,CD,12/13/2021 1:45,overcast clouds
704,Shache,38.4167,77.2406,19.81,71,48,1.83,CN,12/13/2021 1:45,scattered clouds
705,Okato,-39.2,173.8833,72.43,89,100,8.41,NZ,12/13/2021 1:45,overcast clouds
706,Scarborough,54.2797,-0.4044,54.09,87,96,7,GB,12/13/2021 1:41,overcast clouds
707,Kuito,-12.3833,16.9333,59.29,96,82,1.54,AO,12/13/2021 1:45,light rain
708,Cooma,-36.2333,149.1333,69.57,52,0,11.5,AU,12/13/2021 1:42,clear sky
709,Dwarka,22.2394,68.9678,72.45,52,0,8.66,IN,12/13/2021 1:45,clear sky
710,Delitzsch,51.5333,12.35,42.35,93,75,10.36,DE,12/13/2021 1:45,mist
711,Jawar,23,76.5,58.33,62,0,5.77,IN,12/13/2021 1:45,clear sky
